"","","","","","","","","","",""
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32992","23 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32992","23 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32992","23 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32992","23 January 2020","Santai Sore","","0","1","0"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32997","23 January 2020","Rawon Iga","","59800","1","59800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32997","23 January 2020","Sop Lidah + Babat Original","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32997","23 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32997","23 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32997","23 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32997","23 January 2020","Hot Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32997","23 January 2020","Santai Sore","","0","1","0"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32995","23 January 2020","Sop Buntut Special Original","","64800","3","194400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32995","23 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32995","23 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32995","23 January 2020","Lime Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32995","23 January 2020","Guava Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32995","23 January 2020","Kulit Pangsit Goreng (4 pcs)","","18800","1","18800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33010","23 January 2020","Box To Kecil","","0","2","0"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33010","23 January 2020","Plastik Take Away","","0","2","0"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33000","23 January 2020","Sop Daging Iga Cak Yo","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33000","23 January 2020","Sop Daging Iga + Lidah Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33000","23 January 2020","Sop Daging Iga + Paru Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33000","23 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33000","23 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33000","23 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33000","23 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32994","23 January 2020","Nasi G.B - Buntut Cabe Ijo","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32994","23 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32999","23 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32999","23 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32999","23 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32999","23 January 2020","Santai Sore","","0","1","0"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Sop Buntut Premium Cak yo","","88800","1","88800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Sop Kikil Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Sop Lidah + Kikil Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Sop Lidah + Paru Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Sop Collagen Ayam","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Mie G.B - Kikil","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Mie G.B - Seafood","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Avocado Choco Ice Cream","","30800","1","30800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Kedondong Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Teh Susu Dingin","","23800","1","23800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33005","23 January 2020","Santai Sore","","0","1","0"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33009","23 January 2020","Nasi G.B - Buntut Cabe Ijo","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33009","23 January 2020","Santai Sore","","0","1","0"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33006","23 January 2020","Garang Asem Iga","","59800","1","59800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33006","23 January 2020","Sop Buntut Premium Cak yo","","88800","1","88800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33006","23 January 2020","Sop Buntut Special Cak Yo","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33006","23 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33006","23 January 2020","Mineral Water","","9800","4","39200"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33006","23 January 2020","Sop Buntut Special Cak Yo","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33008","23 January 2020","Sop Buntut Premium Original","","88800","1","88800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33008","23 January 2020","Sop Lidah + Kikil Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33008","23 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33008","23 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33008","23 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33011","24 January 2020","Nasi G.B - Buntut","","62800","8","502400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33011","24 January 2020","Mie G.B - Seafood","","46800","7","327600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33012","24 January 2020","Sop Babat Cak Yo","","39800","1","39800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33012","24 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33016","24 January 2020","Kari Komplit (lidah, kikil, baba","","53800","1","53800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33016","24 January 2020","Sop Babat + Paru Original","","39800","1","39800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33016","24 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33016","24 January 2020","Nasi G.B - Seafood","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33016","24 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33016","24 January 2020","Bakso Buntut Tahu","","38800","1","38800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33013","24 January 2020","Sop Daging Iga + Paru Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33013","24 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33013","24 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33014","24 January 2020","Nasi G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33014","24 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33014","24 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33014","24 January 2020","Sop Daging Iga + Paru Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33014","24 January 2020","Es Campur","","33800","1","33800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33014","24 January 2020","Teh O Tawar Dingin","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33014","24 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33025","24 January 2020","Sop Komplit Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33025","24 January 2020","Sop Lidah Original","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33025","24 January 2020","Garang Asem Buntut","","69800","1","69800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33025","24 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33025","24 January 2020","Mie G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33025","24 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33019","24 January 2020","Sop Daging Iga + Paru Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33019","24 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33019","24 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33015","24 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33015","24 January 2020","Lime Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33029","24 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33029","24 January 2020","Sop Daging Iga Cak Yo","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33029","24 January 2020","Sop Lidah + Kikil Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33029","24 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33029","24 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33017","24 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33017","24 January 2020","Sop Daging Iga + Babat Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33017","24 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33017","24 January 2020","Teh O Manis Dingin","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33018","24 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33018","24 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33023","24 January 2020","Garang Asem Iga","","59800","1","59800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33023","24 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33023","24 January 2020","Nasi G.B - Babat Cabe Ijo","","39800","1","39800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33023","24 January 2020","Mineral Water","","9800","2","19600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Sop Daging Iga + Kikil Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Sop Kikil + Paru Cak Yo","","41800","2","83600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Sop Lidah + Babat Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Nasi G.B - Kikil","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Nasi G.B - Daging Iga Cabe Ijo","","52800","2","105600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33045","24 January 2020","Kopi O Manis Dingin","","20800","1","20800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33026","24 January 2020","Sop Daging Iga + Paru Cak Yo","","49800","2","99600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33026","24 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33026","24 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33026","24 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33021","24 January 2020","Sop Babat Original","","39800","1","39800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33021","24 January 2020","Sop Babat + Paru Original","","39800","1","39800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33021","24 January 2020","Sop Kikil + Paru Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33021","24 January 2020","Sop Daging Iga Cak Yo","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33021","24 January 2020","Nasi Putih","","8800","4","35200"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33021","24 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33021","24 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33021","24 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33021","24 January 2020","Sop Komplit Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33021","24 January 2020","Sop Daging Iga + Paru Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33021","24 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33028","24 January 2020","Sop Collagen Iga","","58800","1","58800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33028","24 January 2020","Bakso Buntut Komplit","","46800","2","93600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33028","24 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33028","24 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33022","24 January 2020","Nasi G.B - Seafood","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33022","24 January 2020","Kopi Gayo Tarik Hangat","","28800","1","28800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33033","24 January 2020","Bakso Buntut Urat","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33033","24 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33024","24 January 2020","Bakso Buntut Komplit","","46800","4","187200"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33024","24 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33024","24 January 2020","Nasi G.B - Babat Cabe Ijo","","39800","1","39800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33024","24 January 2020","Nasi G.B - Daging Iga Cabe Ijo","","52800","1","52800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33024","24 January 2020","Bakmi Kecap Iga","","45800","1","45800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33024","24 January 2020","Teh O Manis Hangat","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33024","24 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33024","24 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33020","24 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33020","24 January 2020","Sop Lidah Original","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33020","24 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33020","24 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33020","24 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33027","24 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33027","24 January 2020","Sop Buntut Special Cak Yo","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33030","24 January 2020","Sop Daging Iga Cak Yo","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33030","24 January 2020","Sop Daging Iga + Lidah Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33030","24 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33030","24 January 2020","Teh O Tawar Dingin","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33050","24 January 2020","Sop Komplit Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33050","24 January 2020","Sop Lidah + Kikil Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33050","24 January 2020","Sop Lidah + Paru Cak Yo","","41800","2","83600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33050","24 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33050","24 January 2020","Nasi G.B - Daging Iga Cabe Ijo","","52800","1","52800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33050","24 January 2020","Pangsit Goreng Ayam","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33050","24 January 2020","Teh O Tawar Hangat","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33050","24 January 2020","Teh O Tawar Dingin","","11800","3","35400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33032","24 January 2020","Nasi G.B - Daging Iga Cabe Ijo","","52800","1","52800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33032","24 January 2020","Bakso Buntut Halus","","38800","1","38800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33031","24 January 2020","Sop Komplit Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33031","24 January 2020","Sop Kikil Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33031","24 January 2020","Sop Lidah + Paru Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33031","24 January 2020","Nasi D.Asap - Hati Ampela","","39800","1","39800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33031","24 January 2020","Teh O Tawar Hangat","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33031","24 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33031","24 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33031","24 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33035","24 January 2020","Sop Komplit Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33035","24 January 2020","Sop Daging Iga + Paru Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33035","24 January 2020","Sop Daging Iga + Paru Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33035","24 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33035","24 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33035","24 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33035","24 January 2020","Nasi G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33034","24 January 2020","Sop Daging Iga + Lidah Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33034","24 January 2020","Sop Collagen Iga","","58800","1","58800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33034","24 January 2020","Bakmi Kecap Iga","","45800","1","45800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33034","24 January 2020","Nasi D.Asap - Daging Iga","","52800","1","52800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","33034","24 January 2020","Melon Selasih Drink","","26800","1","26800"
